transaction_id,price,quantity,category,status,date
634,69.33,2,C,confirmed,2025-09-26
635,38.09,4,A,confirmed,2025-09-27
636,33.92,4,A,confirmed,2025-09-28
637,15.32,8,B,confirmed,2025-09-29
638,78.98,7,C,confirmed,2025-09-30
639,89.44,5,A,confirmed,2025-10-01
640,83.79,9,B,confirmed,2025-10-02
641,51.94,1,A,confirmed,2025-10-03
642,58.06,4,B,confirmed,2025-10-04
643,31.8,5,A,confirmed,2025-10-05
644,25.56,8,B,confirmed,2025-10-06
645,84.07,3,B,confirmed,2025-10-07
646,81.85,5,C,confirmed,2025-10-08
647,79.96,3,B,confirmed,2025-10-09
648,51.7,7,A,confirmed,2025-10-10
649,87.81,3,B,confirmed,2025-10-11
650,93.36,7,B,confirmed,2025-10-12
651,39.55,2,A,confirmed,2025-10-13
652,30.22,7,A,confirmed,2025-10-14
653,51.78,9,B,confirmed,2025-10-15
654,26.14,5,A,confirmed,2025-10-16
655,89.56,6,B,confirmed,2025-10-17
656,40.42,3,B,confirmed,2025-10-18
657,61.86,5,B,confirmed,2025-10-19
658,63.52,5,A,confirmed,2025-10-20
659,56.35,3,C,confirmed,2025-10-21
660,24.09,8,C,confirmed,2025-10-22
661,99.19,6,B,confirmed,2025-10-23
662,25.53,3,B,confirmed,2025-10-24
663,77.64,1,A,confirmed,2025-10-25
664,81.22,1,C,confirmed,2025-10-26
665,23.06,2,C,confirmed,2025-10-27
666,93.98,5,C,confirmed,2025-10-28
667,53.9,7,A,confirmed,2025-10-29
668,66.6,1,A,confirmed,2025-10-30
669,67.8,1,A,confirmed,2025-10-31
670,55.45,4,B,confirmed,2025-11-01
671,22.78,6,A,confirmed,2025-11-02
672,77.66,9,B,confirmed,2025-11-03
673,62.36,1,B,confirmed,2025-11-04
674,20.68,5,B,confirmed,2025-11-05
675,73.03,9,B,confirmed,2025-11-06
676,73.25,8,A,confirmed,2025-11-07
677,59.36,7,A,confirmed,2025-11-08
678,18.15,2,C,confirmed,2025-11-09
679,41.74,9,C,confirmed,2025-11-10
680,14.58,8,B,confirmed,2025-11-11
681,52.98,9,C,confirmed,2025-11-12
682,91.58,9,C,confirmed,2025-11-13
683,10.2,9,C,confirmed,2025-11-14
684,34.0,3,B,confirmed,2025-11-15
685,81.99,7,C,confirmed,2025-11-16
686,10.89,1,A,confirmed,2025-11-17
687,10.92,9,B,confirmed,2025-11-18
688,64.97,9,A,confirmed,2025-11-19
689,81.03,3,B,confirmed,2025-11-20
690,79.89,5,A,confirmed,2025-11-21
691,80.16,8,C,confirmed,2025-11-22
692,42.49,6,B,confirmed,2025-11-23
693,89.45,9,A,confirmed,2025-11-24
694,11.16,3,B,confirmed,2025-11-25
695,38.1,7,A,confirmed,2025-11-26
696,40.35,6,C,confirmed,2025-11-27
697,24.9,5,B,confirmed,2025-11-28
698,40.26,4,B,confirmed,2025-11-29
699,62.73,5,A,confirmed,2025-11-30
700,56.83,4,A,confirmed,2025-12-01
701,38.75,3,C,confirmed,2025-12-02
702,77.44,7,A,confirmed,2025-12-03
703,74.33,6,A,confirmed,2025-12-04
704,35.26,4,A,confirmed,2025-12-05
705,39.09,9,C,confirmed,2025-12-06
706,35.88,1,C,confirmed,2025-12-07
707,21.6,1,B,confirmed,2025-12-08
708,77.75,9,C,confirmed,2025-12-09
709,14.16,7,A,confirmed,2025-12-10
710,23.55,2,B,confirmed,2025-12-11
711,19.48,5,C,confirmed,2025-12-12
712,84.28,4,C,confirmed,2025-12-13
713,13.96,1,A,confirmed,2025-12-14
714,69.82,9,A,confirmed,2025-12-15
715,14.0,6,C,confirmed,2025-12-16
716,80.78,6,B,confirmed,2025-12-17
717,92.14,4,A,confirmed,2025-12-18
718,53.82,2,C,confirmed,2025-12-19
719,82.41,8,C,confirmed,2025-12-20
720,73.58,8,A,confirmed,2025-12-21
721,81.61,3,B,confirmed,2025-12-22
722,79.01,7,B,confirmed,2025-12-23
723,28.48,7,B,confirmed,2025-12-24
724,54.96,5,A,confirmed,2025-12-25
725,96.44,5,A,confirmed,2025-12-26
726,40.92,8,A,confirmed,2025-12-27
727,97.34,4,B,confirmed,2025-12-28
728,62.48,1,B,confirmed,2025-12-29
729,51.55,1,A,confirmed,2025-12-30
730,69.2,9,A,confirmed,2025-12-31
731,83.43,4,A,confirmed,2026-01-01
732,45.48,1,B,confirmed,2026-01-02
733,12.97,2,C,confirmed,2026-01-03
734,73.79,7,C,confirmed,2026-01-04
735,96.06,2,B,confirmed,2026-01-05
736,66.25,1,A,confirmed,2026-01-06
737,26.96,9,A,confirmed,2026-01-07
738,32.34,5,A,confirmed,2026-01-08
739,91.88,4,A,confirmed,2026-01-09
740,11.22,4,B,confirmed,2026-01-10
741,59.39,1,C,confirmed,2026-01-11
742,24.28,3,C,confirmed,2026-01-12
743,35.45,1,B,confirmed,2026-01-13
744,37.63,5,A,confirmed,2026-01-14
745,29.74,5,C,confirmed,2026-01-15
746,81.31,9,B,confirmed,2026-01-16
747,39.9,8,A,confirmed,2026-01-17
748,41.09,5,C,confirmed,2026-01-18
749,50.77,5,B,confirmed,2026-01-19
750,91.21,7,C,confirmed,2026-01-20
751,71.94,2,C,confirmed,2026-01-21
752,15.56,7,B,confirmed,2026-01-22
753,13.53,1,B,confirmed,2026-01-23
754,60.98,5,C,confirmed,2026-01-24
755,89.84,6,C,confirmed,2026-01-25
756,39.09,1,B,confirmed,2026-01-26
757,32.3,9,A,confirmed,2026-01-27
758,77.34,9,A,confirmed,2026-01-28
759,64.19,1,A,confirmed,2026-01-29
760,60.85,4,A,confirmed,2026-01-30
761,23.44,8,B,confirmed,2026-01-31
762,25.84,2,A,confirmed,2026-02-01
763,35.36,8,C,confirmed,2026-02-02
764,28.62,9,A,confirmed,2026-02-03
765,97.43,9,B,confirmed,2026-02-04
766,11.67,1,A,confirmed,2026-02-05
767,66.35,9,A,confirmed,2026-02-06
768,56.58,4,B,confirmed,2026-02-07
769,39.09,8,A,confirmed,2026-02-08
770,89.88,9,B,confirmed,2026-02-09
771,70.31,3,A,confirmed,2026-02-10
772,99.85,6,B,confirmed,2026-02-11
773,25.18,3,A,confirmed,2026-02-12
774,17.91,1,C,confirmed,2026-02-13
775,22.55,6,C,confirmed,2026-02-14
776,34.24,5,B,confirmed,2026-02-15
777,47.51,3,B,confirmed,2026-02-16
778,87.63,4,B,confirmed,2026-02-17
779,35.52,2,C,confirmed,2026-02-18
780,92.37,4,B,confirmed,2026-02-19
781,51.66,4,A,confirmed,2026-02-20
782,68.24,3,B,confirmed,2026-02-21
783,33.8,6,B,confirmed,2026-02-22
784,24.04,1,A,confirmed,2026-02-23
785,88.25,9,A,confirmed,2026-02-24
786,19.86,3,C,confirmed,2026-02-25
787,79.66,3,A,confirmed,2026-02-26
788,62.29,3,A,confirmed,2026-02-27
789,87.5,7,B,confirmed,2026-02-28
790,74.6,8,C,confirmed,2026-03-01
791,35.35,2,A,confirmed,2026-03-02
792,61.7,1,C,confirmed,2026-03-03
793,11.18,5,A,confirmed,2026-03-04
794,52.77,8,C,confirmed,2026-03-05
795,17.74,3,A,confirmed,2026-03-06
796,48.61,6,B,confirmed,2026-03-07
797,19.87,3,C,confirmed,2026-03-08
798,95.99,6,C,confirmed,2026-03-09
799,57.08,4,A,confirmed,2026-03-10
800,92.19,7,C,confirmed,2026-03-11
801,12.01,1,A,confirmed,2026-03-12
802,67.39,1,C,confirmed,2026-03-13
803,37.63,5,C,confirmed,2026-03-14
804,48.86,9,B,confirmed,2026-03-15
805,88.58,5,B,confirmed,2026-03-16
806,98.2,4,C,confirmed,2026-03-17
807,32.18,8,B,confirmed,2026-03-18
808,95.34,5,C,confirmed,2026-03-19
809,71.99,1,A,confirmed,2026-03-20
810,95.63,7,C,confirmed,2026-03-21
811,60.61,4,C,confirmed,2026-03-22
812,96.47,5,B,confirmed,2026-03-23
813,90.32,6,B,confirmed,2026-03-24
814,21.57,7,A,confirmed,2026-03-25
815,37.97,2,A,confirmed,2026-03-26
816,31.88,1,A,confirmed,2026-03-27
817,61.49,3,C,confirmed,2026-03-28
818,82.25,1,A,confirmed,2026-03-29
819,78.35,4,A,confirmed,2026-03-30
820,75.41,6,B,confirmed,2026-03-31
821,43.77,5,B,confirmed,2026-04-01
822,22.57,4,A,confirmed,2026-04-02
823,28.95,7,A,confirmed,2026-04-03
824,76.75,6,C,confirmed,2026-04-04
825,23.28,3,C,confirmed,2026-04-05
826,30.07,9,B,confirmed,2026-04-06
827,48.21,5,A,confirmed,2026-04-07
828,16.49,1,A,confirmed,2026-04-08
829,29.14,6,A,confirmed,2026-04-09
830,23.48,5,A,confirmed,2026-04-10
831,95.62,8,A,confirmed,2026-04-11
832,27.24,4,C,confirmed,2026-04-12
833,87.56,1,C,confirmed,2026-04-13
834,20.33,2,A,confirmed,2026-04-14
835,88.27,8,C,confirmed,2026-04-15
836,63.95,8,C,confirmed,2026-04-16
837,86.47,5,A,confirmed,2026-04-17
838,88.06,6,C,confirmed,2026-04-18
839,63.67,2,A,confirmed,2026-04-19
840,92.59,9,C,confirmed,2026-04-20
841,62.69,6,A,confirmed,2026-04-21
842,74.13,9,A,confirmed,2026-04-22
843,47.45,3,C,confirmed,2026-04-23
844,92.27,6,C,confirmed,2026-04-24
845,84.17,5,B,confirmed,2026-04-25
846,25.0,9,A,confirmed,2026-04-26
847,61.87,1,A,confirmed,2026-04-27
848,90.71,9,A,confirmed,2026-04-28
849,81.38,5,A,confirmed,2026-04-29
850,96.63,1,C,confirmed,2026-04-30
851,30.82,8,C,confirmed,2026-05-01
852,43.07,7,B,confirmed,2026-05-02
853,55.65,6,A,confirmed,2026-05-03
854,30.94,2,B,confirmed,2026-05-04
855,45.46,5,B,confirmed,2026-05-05
856,58.38,3,B,confirmed,2026-05-06
857,27.22,2,B,confirmed,2026-05-07
858,33.1,1,B,confirmed,2026-05-08
859,21.24,9,C,confirmed,2026-05-09
860,74.2,2,C,confirmed,2026-05-10
861,42.54,1,B,confirmed,2026-05-11
862,29.82,7,C,confirmed,2026-05-12
863,55.66,9,C,confirmed,2026-05-13
864,16.14,6,B,confirmed,2026-05-14
865,93.11,8,C,confirmed,2026-05-15
866,36.5,7,C,confirmed,2026-05-16
867,89.78,9,A,confirmed,2026-05-17
868,54.79,7,B,confirmed,2026-05-18
869,86.51,6,A,confirmed,2026-05-19
870,32.24,1,A,confirmed,2026-05-20
871,25.77,9,B,confirmed,2026-05-21
872,86.45,5,A,confirmed,2026-05-22
873,29.16,2,A,confirmed,2026-05-23
874,77.16,8,C,confirmed,2026-05-24
875,41.01,4,A,confirmed,2026-05-25
876,77.34,3,B,confirmed,2026-05-26
877,91.69,1,C,confirmed,2026-05-27
878,98.35,5,C,confirmed,2026-05-28
879,42.38,3,C,confirmed,2026-05-29
880,43.08,4,B,confirmed,2026-05-30
881,98.32,9,B,confirmed,2026-05-31
882,87.54,7,B,confirmed,2026-06-01
883,14.06,5,A,confirmed,2026-06-02
884,61.61,8,A,confirmed,2026-06-03
885,26.31,6,C,confirmed,2026-06-04
886,99.46,2,C,confirmed,2026-06-05
887,22.5,7,B,confirmed,2026-06-06
888,60.34,1,B,confirmed,2026-06-07
889,69.87,3,A,confirmed,2026-06-08
890,94.34,1,A,confirmed,2026-06-09
891,86.25,1,B,confirmed,2026-06-10
892,32.12,5,B,confirmed,2026-06-11
893,61.54,6,A,confirmed,2026-06-12
894,95.82,3,C,confirmed,2026-06-13
895,76.21,3,C,confirmed,2026-06-14
896,71.95,3,A,confirmed,2026-06-15
897,77.94,1,A,confirmed,2026-06-16
898,39.03,5,C,confirmed,2026-06-17
899,75.63,1,A,confirmed,2026-06-18
900,30.96,3,C,confirmed,2026-06-19
901,48.53,6,C,confirmed,2026-06-20
902,90.09,6,A,confirmed,2026-06-21
903,11.71,3,B,confirmed,2026-06-22
904,47.29,9,B,confirmed,2026-06-23
905,34.01,8,B,confirmed,2026-06-24
906,27.87,3,B,confirmed,2026-06-25
907,85.47,5,B,confirmed,2026-06-26
908,72.68,5,B,confirmed,2026-06-27
909,20.14,5,B,confirmed,2026-06-28
910,54.5,3,A,confirmed,2026-06-29
911,52.02,5,A,confirmed,2026-06-30
912,22.83,5,B,confirmed,2026-07-01
913,81.98,4,A,confirmed,2026-07-02
914,43.0,4,C,confirmed,2026-07-03
915,78.57,2,B,confirmed,2026-07-04
916,27.29,9,C,confirmed,2026-07-05
917,38.36,7,A,confirmed,2026-07-06
918,18.57,1,B,confirmed,2026-07-07
919,22.91,5,C,confirmed,2026-07-08
920,89.49,2,A,confirmed,2026-07-09
921,19.82,6,B,confirmed,2026-07-10
922,18.62,7,B,confirmed,2026-07-11
923,94.63,2,C,confirmed,2026-07-12
924,68.13,6,C,confirmed,2026-07-13
925,19.08,3,C,confirmed,2026-07-14
926,97.45,9,A,confirmed,2026-07-15
927,23.24,4,C,confirmed,2026-07-16
928,78.97,3,C,confirmed,2026-07-17
929,13.14,3,C,confirmed,2026-07-18
930,66.21,2,B,confirmed,2026-07-19
931,59.2,9,C,confirmed,2026-07-20
932,28.72,8,C,confirmed,2026-07-21
933,67.88,5,A,confirmed,2026-07-22
934,65.53,9,A,confirmed,2026-07-23
935,81.85,2,C,confirmed,2026-07-24
936,88.83,6,A,confirmed,2026-07-25
937,55.91,7,A,confirmed,2026-07-26
938,54.13,6,A,confirmed,2026-07-27
939,65.94,3,B,confirmed,2026-07-28
940,75.63,9,C,confirmed,2026-07-29
941,42.06,8,C,confirmed,2026-07-30
942,55.42,8,C,confirmed,2026-07-31
943,62.66,8,A,confirmed,2026-08-01
944,98.95,9,A,confirmed,2026-08-02
945,62.89,1,A,confirmed,2026-08-03
946,30.18,8,B,confirmed,2026-08-04
947,62.92,2,A,confirmed,2026-08-05
948,83.75,4,B,confirmed,2026-08-06
949,87.17,1,C,confirmed,2026-08-07
950,82.02,6,A,confirmed,2026-08-08
951,89.94,1,B,confirmed,2026-08-09
952,40.13,5,B,confirmed,2026-08-10
953,55.68,9,A,confirmed,2026-08-11
954,80.16,1,B,confirmed,2026-08-12
955,33.8,9,A,confirmed,2026-08-13
956,43.44,4,B,confirmed,2026-08-14
957,84.8,3,C,confirmed,2026-08-15
958,79.31,8,C,confirmed,2026-08-16
959,97.41,6,C,confirmed,2026-08-17
960,99.64,7,A,confirmed,2026-08-18
961,31.67,9,C,confirmed,2026-08-19
962,91.04,5,C,confirmed,2026-08-20
963,18.51,2,C,confirmed,2026-08-21
964,73.88,3,A,confirmed,2026-08-22
965,29.81,3,B,confirmed,2026-08-23
966,37.03,4,A,confirmed,2026-08-24
967,95.17,7,A,confirmed,2026-08-25
968,33.68,6,C,confirmed,2026-08-26
969,70.59,3,B,confirmed,2026-08-27
970,26.03,7,C,confirmed,2026-08-28
971,18.41,4,C,confirmed,2026-08-29
972,40.54,8,A,confirmed,2026-08-30
973,66.18,7,A,confirmed,2026-08-31
974,32.32,7,A,confirmed,2026-09-01
975,37.02,9,C,confirmed,2026-09-02
976,73.79,8,B,confirmed,2026-09-03
977,19.25,1,B,confirmed,2026-09-04
978,50.22,7,C,confirmed,2026-09-05
979,94.76,3,B,confirmed,2026-09-06
980,45.73,4,C,confirmed,2026-09-07
981,49.08,6,B,confirmed,2026-09-08
982,76.44,5,C,confirmed,2026-09-09
983,80.11,8,B,confirmed,2026-09-10
984,79.26,2,A,confirmed,2026-09-11
985,99.81,5,A,confirmed,2026-09-12
986,16.43,5,A,confirmed,2026-09-13
987,98.4,3,A,confirmed,2026-09-14
988,95.52,5,C,confirmed,2026-09-15
989,86.69,4,B,confirmed,2026-09-16
990,50.87,5,C,confirmed,2026-09-17
991,88.38,9,A,confirmed,2026-09-18
992,29.87,7,B,confirmed,2026-09-19
993,81.25,1,C,confirmed,2026-09-20
994,26.67,3,A,confirmed,2026-09-21
995,83.38,9,B,confirmed,2026-09-22
996,65.31,4,B,confirmed,2026-09-23
997,18.82,4,A,confirmed,2026-09-24
998,90.58,6,A,confirmed,2026-09-25
999,62.02,3,B,confirmed,2026-09-26
